date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:08:31	31831/31831	---MCZ	200	added ('OK')	text/html	etag:W/%2220a7d4113b11ee306e8fe80bed98e881%22	http://vedicastrology.wikidot.com/annual-rains-in-india	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/annual-rains-in-india.html	(from http://vedicastrology.wikidot.com/)
22:08:32	31791/31791	---MCZ	200	added ('OK')	text/html	etag:W/%227ec581e98b2e11237876b79cef9fbf2e%22	http://vedicastrology.wikidot.com/rain-forecast-for-2013-4	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/rain-forecast-for-2013-4.html	(from http://vedicastrology.wikidot.com/)
22:08:33	30624/30624	---MCZ	200	added ('OK')	text/html	etag:W/%22a3b7dca22ec9aff8bc6160b3f6e5d729%22	http://vedicastrology.wikidot.com/rain-charts-for-2014-5	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/rain-charts-for-2014-5.html	(from http://vedicastrology.wikidot.com/)
22:08:33	26853/26853	---MCZ	200	added ('OK')	text/html	etag:W/%22d3a07527b57f5244d9c9bfbff6ebfb18%22	http://vedicastrology.wikidot.com/weather-forecasting-temperature-c	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/weather-forecasting-temperature-c.html	(from http://vedicastrology.wikidot.com/)
22:08:35	101504/101504	---MCZ	200	added ('OK')	text/html	etag:W/%228ddf45f861cd9397de011a20bb53c77b%22	http://vedicastrology.wikidot.com/invasion-of-india-battle-of-plassey	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/invasion-of-india-battle-of-plassey.html	(from http://vedicastrology.wikidot.com/)
22:08:35	25939/25939	---MCZ	200	added ('OK')	text/html	etag:W/%2294e34033f2c051c4900e3b3a6165a8cc%22	http://vedicastrology.wikidot.com/invasion-of-india-alexander	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/invasion-of-india-alexander.html	(from http://vedicastrology.wikidot.com/)
22:08:36	26036/26036	---MCZ	200	added ('OK')	text/html	etag:W/%224a076dbb1957659c0560d5ae89ac9127%22	http://vedicastrology.wikidot.com/divya-maasa-phala-1999-2029-ad	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/divya-maasa-phala-1999-2029-ad.html	(from http://vedicastrology.wikidot.com/)
22:08:37	62333/62333	---MCZ	200	added ('OK')	text/html	etag:W/%22a1c670a006c76d9fa43228e4ec0c7be9%22	http://vedicastrology.wikidot.com/divya-varsha-phala-1579-1939-ad	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/divya-varsha-phala-1579-1939-ad.html	(from http://vedicastrology.wikidot.com/)
22:08:38	46868/46868	---MCZ	200	added ('OK')	text/html	etag:W/%22408f8aa36379e7278146a66503d69c48%22	http://vedicastrology.wikidot.com/uttarakhand-cataclysm-mid-june-2013	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/uttarakhand-cataclysm-mid-june-2013.html	(from http://vedicastrology.wikidot.com/)
22:08:38	39905/39905	---MCZ	200	added ('OK')	text/html	etag:W/%22f4b73127e70800cd8d7c8a037144ec4e%22	http://vedicastrology.wikidot.com/world-rains-data-analysis-of-1956-7	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/world-rains-data-analysis-of-1956-7.html	(from http://vedicastrology.wikidot.com/)
22:08:38	31330/31330	---MCZ	200	added ('OK')	text/html	etag:W/%22c567ef4282cfe506a0902f91906b6902%22	http://vedicastrology.wikidot.com/eclipses	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/eclipses.html	(from http://vedicastrology.wikidot.com/)
22:08:39	40005/40005	---MCZ	200	added ('OK')	text/html	etag:W/%228d7094ce74be88c211f4cfa9be6ddbd2%22	http://vedicastrology.wikidot.com/earthquake-of-nepal-25-apr-2015	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/earthquake-of-nepal-25-apr-2015.html	(from http://vedicastrology.wikidot.com/)
22:08:40	49012/49012	---MCZ	200	added ('OK')	text/html	etag:W/%2240e69d12e98cd661071e95f1672015c4%22	http://vedicastrology.wikidot.com/terror-attack-on-uri-18-sep-2016	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/terror-attack-on-uri-18-sep-2016.html	(from http://vedicastrology.wikidot.com/)
22:08:41	43217/43217	---MCZ	200	added ('OK')	text/html	etag:W/%220e5e30ddac02f981ba55fe7f17b861d7%22	http://vedicastrology.wikidot.com/fani	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/fani.html	(from http://vedicastrology.wikidot.com/)
22:08:41	26971/26971	---MCZ	200	added ('OK')	text/html	etag:W/%22623c61645ff3e6d8a3575f90f971ef2b%22	http://vedicastrology.wikidot.com/creative-imagination	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/creative-imagination.html	(from http://vedicastrology.wikidot.com/)
22:08:42	52248/52248	---MCZ	200	added ('OK')	text/html	etag:W/%228091d28f2edccf356bce7507da87e98b%22	http://vedicastrology.wikidot.com/history-of-pi	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/history-of-pi.html	(from http://vedicastrology.wikidot.com/)
22:08:43	26705/26705	---MCZ	200	added ('OK')	text/html	etag:W/%22bce06a0a5c84de84c06f8219421ba03c%22	http://vedicastrology.wikidot.com/links:pdf-files	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/links_pdf-files.html	(from http://vedicastrology.wikidot.com/)
22:08:46	153015/153015	---MCZ	200	added ('OK')	text/html	etag:W/%227051ea65b49e1c780943be82389a7875%22	http://vedicastrology.wikidot.com/vedic-linguistics	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/vedic-linguistics.html	(from http://vedicastrology.wikidot.com/)
22:08:46	31344/31344	---MCZ	200	added ('OK')	text/html	etag:W/%22bf1a956484d532b0c26b3b8cdbb361d7%22	http://vedicastrology.wikidot.com/origin-of-tropicalism-in-western-astrology	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/origin-of-tropicalism-in-western-astrology.html	(from http://vedicastrology.wikidot.com/)
22:08:47	100413/100413	---MCZ	200	added ('OK')	text/html	etag:W/%223fb8df0b8e262590a7ca9c3cff9ef185%22	http://vedicastrology.wikidot.com/modern-equations-on-ancient-principles	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/modern-equations-on-ancient-principles.html	(from http://vedicastrology.wikidot.com/)
22:08:48	26792/26792	---MCZ	200	added ('OK')	text/html	etag:W/%225e22061f27fe6f8829f1ff1f823a096b%22	http://vedicastrology.wikidot.com/vedic-versus-western-astrology	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/vedic-versus-western-astrology.html	(from http://vedicastrology.wikidot.com/)
22:08:48	44676/44676	---MCZ	200	added ('OK')	text/html	etag:W/%22752bee9467d9993eb5d6d1585edcc7d9%22	http://vedicastrology.wikidot.com/dreams-and-moksha	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/dreams-and-moksha.html	(from http://vedicastrology.wikidot.com/)
22:08:54	91640/91640	---MCZ	200	added ('OK')	text/html	etag:W/%226af3284ff608e5505c38ae0e79a7a8a4%22	http://vedicastrology.wikidot.com/indology	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/indology.html	(from http://vedicastrology.wikidot.com/)
22:08:54	37454/37454	---MCZ	200	added ('OK')	text/html	etag:W/%2239fcf05d571ee7f7b0e36fb8d97e45aa%22	http://vedicastrology.wikidot.com/healthy-eating	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/healthy-eating.html	(from http://vedicastrology.wikidot.com/)
22:08:55	54610/54610	---MCZ	200	added ('OK')	text/html	etag:W/%22f58c0e50b3e4049dd1f77c842a6bbb1b%22	http://vedicastrology.wikidot.com/ayurvedic-approach-to-know-your-nature	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/ayurvedic-approach-to-know-your-nature.html	(from http://vedicastrology.wikidot.com/)
22:08:57	31946/31946	---MCZ	200	added ('OK')	text/html	etag:W/%220bed20dba9bf438a5830c08f971a3fbf%22	http://vedicastrology.wikidot.com/mockery-of-history:horoscope-of-lord-ram	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/mockery-of-history_horoscope-of-lord-ram.html	(from http://vedicastrology.wikidot.com/)
22:08:57	439849/439849	---MCZ	200	added ('OK')	text/html	etag:W/%226fb2ea8eacf0ab4a57b7ff942403920d%22	http://vedicastrology.wikidot.com/non-astrological-essays	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/non-astrological-essays.html	(from http://vedicastrology.wikidot.com/)
22:08:57	55134/55134	---MCZ	200	added ('OK')	text/html	etag:W/%2207a50c1a2758a080a3f8e1bd722626d9%22	http://vedicastrology.wikidot.com/dr-lakshaman-jha-biography	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/dr-lakshaman-jha-biography.html	(from http://vedicastrology.wikidot.com/)
22:08:58	31096/31096	---MCZ	200	added ('OK')	text/html	etag:W/%22a2036a5b7f97223e7386a59b8c717d24%22	http://vedicastrology.wikidot.com/links-to-books-on-hinduism	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/links-to-books-on-hinduism.html	(from http://vedicastrology.wikidot.com/)
22:08:59	48162/48162	---MCZ	200	added ('OK')	text/html	etag:W/%22c3b7243e9148683a9d818eaea37cd468%22	http://vedicastrology.wikidot.com/allopathy-vs-ayurveda	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/allopathy-vs-ayurveda.html	(from http://vedicastrology.wikidot.com/)
22:09:00	65553/65553	---MCZ	200	added ('OK')	text/html	etag:W/%22ac276edfcdbcd2396294a4c316f90406%22	http://vedicastrology.wikidot.com/kundalee-software-download	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/kundalee-software-download.html	(from http://vedicastrology.wikidot.com/)
22:09:01	31891/31891	---MCZ	200	added ('OK')	text/html	etag:W/%22c781b6903dd4edc703dc83e2083badaa%22	http://vedicastrology.wikidot.com/kundalee-compare-software-download	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/kundalee-compare-software-download.html	(from http://vedicastrology.wikidot.com/)
22:09:01	34228/34228	---MCZ	200	added ('OK')	text/html	etag:W/%228857a7dcdfc38a24cac07437d2621d50%22	http://vedicastrology.wikidot.com/bhaavaant-software-download	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/bhaavaant-software-download.html	(from http://vedicastrology.wikidot.com/)
22:09:02	32259/32259	---MCZ	200	added ('OK')	text/html	etag:W/%2270d6cc3edec0660a0430ab430be994ac%22	http://vedicastrology.wikidot.com/our-forum	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/our-forum.html	(from http://vedicastrology.wikidot.com/)
22:09:04	56675/56675	---MCZ	200	added ('OK')	text/html	etag:W/%22a2a3aa58a58a545ec2562f2a23b85467%22	http://vedicastrology.wikidot.com/graha-shanti-propitiation-of-planets	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/graha-shanti-propitiation-of-planets.html	(from http://vedicastrology.wikidot.com/)
22:09:04	35656/35656	---MCZ	200	added ('OK')	text/html	etag:W/%22ac42cb18c7346127dc5c863eb5477612%22	http://vedicastrology.wikidot.com/best-devanagari-font	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/best-devanagari-font.html	(from http://vedicastrology.wikidot.com/)
22:09:06	91728/91728	---MCZ	200	added ('OK')	text/html	etag:W/%226740e44f7b79baeb8cc517ab9bc014ed%22	http://vedicastrology.wikidot.com/mithilakshara-font	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/mithilakshara-font.html	(from http://vedicastrology.wikidot.com/)
22:09:06	60214/60214	---MCZ	200	added ('OK')	text/html	etag:W/%2233d4b4f717eb9fcd615b7116a1feb556%22	http://vedicastrology.wikidot.com/sort-program	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/sort-program.html	(from http://vedicastrology.wikidot.com/)
22:09:07	31586/31586	---MCZ	200	added ('OK')	text/html	etag:W/%22ce7b957e8e0ae707b2d35a3557a0d546%22	http://vedicastrology.wikidot.com/maithil-brahmana	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/maithil-brahmana.html	(from http://vedicastrology.wikidot.com/)
22:09:08	75993/75993	---MCZ	200	added ('OK')	text/html	etag:W/%22bed4284ff0c69a265446bda5e5c998e9%22	http://vedicastrology.wikidot.com/machine-learning-starter	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/machine-learning-starter.html	(from http://vedicastrology.wikidot.com/)
22:09:09	51944/51944	---MCZ	200	added ('OK')	text/html	etag:W/%22ed8726d87cf0b627bb97973653ec2b1f%22	http://vedicastrology.wikidot.com/gpu-neural-network-training	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/gpu-neural-network-training.html	(from http://vedicastrology.wikidot.com/)
22:09:11	31904/31904	---MCZ	200	added ('OK')	text/html	etag:W/%2246acf69afcf7256cafde492fc9f6bb95%22	http://vedicastrology.wikidot.com/auto-m-l-model-search	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/auto-m-l-model-search.html	(from http://vedicastrology.wikidot.com/)
22:09:11	155191/155191	---MCZ	200	added ('OK')	text/html	etag:W/%225a743190f125ce098db77c69736d08cd%22	http://vedicastrology.wikidot.com/neural-network-parameters-tuning	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/neural-network-parameters-tuning.html	(from http://vedicastrology.wikidot.com/)
22:09:12	57883/57883	---MCZ	200	added ('OK')	text/html	etag:W/%2200539be5106c7f10d0774eb71c4bbad6%22	http://vedicastrology.wikidot.com/lstm-neural-network	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/lstm-neural-network.html	(from http://vedicastrology.wikidot.com/)
22:09:13	62130/62130	---MCZ	200	added ('OK')	text/html	etag:W/%2236a26144f5829b38b5aca1cb5df41435%22	http://vedicastrology.wikidot.com/web-scraping	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/web-scraping.html	(from http://vedicastrology.wikidot.com/)
22:09:13	24358/24358	---MCZ	200	added ('OK')	text/html	etag:W/%223a455834548669672f1da4b63b96af0e%22	http://vedicastrology.wikidot.com/email-to-vj	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/email-to-vj.html	(from http://vedicastrology.wikidot.com/)
22:09:14	35732/35732	---MCZ	200	added ('OK')	text/html	etag:W/%22ff7157b0ca6c7fbffb27ec1cb163953c%22	http://vedicastrology.wikidot.com/profile-of-vinay-jha	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/profile-of-vinay-jha.html	(from http://vedicastrology.wikidot.com/)
22:09:14	34310/34310	---MCZ	200	added ('OK')	text/html	etag:W/%22344eabb5ca77e675797726dc797db630%22	http://vedicastrology.wikidot.com/credentials	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/credentials.html	(from http://vedicastrology.wikidot.com/)
22:09:15	24317/24317	---MCZ	200	added ('OK')	text/html	etag:W/%22aa2290ae22dcf664e565204e6ee2f4a3%22	http://vedicastrology.wikidot.com/sitemap-search	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/sitemap-search.html	(from http://vedicastrology.wikidot.com/)
22:09:16	21886/21886	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2286bc51ea0802f4f8b506dc4bf7125f7c%22	http://vedicastrology.wikidot.com/software-download	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/software-download.87.delayed	(from http://vedicastrology.wikidot.com/)
22:09:16	35/35	---M--	200	added ('OK')	image/gif	date:Fri,%2027%20May%202022%2016:39:16%20GMT	http://pixel.quantserve.com/pixel/p-edL3gsnUjJzw-.gif	C:/My%20Web%20Sites/wikidot/pixel.quantserve.com/pixel/p-edL3gsnUjJzw-.gif	(from http://vedicastrology.wikidot.com/)
22:09:18	1661/1661	---MCZ	200	added ('OK')	application/javascript	etag:W/%222fdf953e6c92d143da39e98e408da38c%22	https://cdn.mathjax.org/mathjax/2.1-latest/MathJax.js?config=default	C:/My%20Web%20Sites/wikidot/cdn.mathjax.org/mathjax/2.1-latest/MathJaxa472.js	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:18	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2027%20May%202022%2016:39:18%20GMT	http://vedicastrology.wikidot.com/tex2jax.js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/tex2jax.8a.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:19	21872/21872	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%227c4db251d9afd21643c37eef86727107%22	http://vedicastrology.wikidot.com/tex2jax-js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/tex2jax-js.8b.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:20	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2027%20May%202022%2016:39:21%20GMT	http://vedicastrology.wikidot.com/MathMenu.js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/MathMenu.8c.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:21	21874/21874	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22a212748e00999efdc15a856820ada1ea%22	http://vedicastrology.wikidot.com/mathmenu-js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/mathmenu-js.8d.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:23	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2027%20May%202022%2016:39:22%20GMT	http://vedicastrology.wikidot.com/AMSmath.js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/AMSmath.8e.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:24	21872/21872	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22128e01f608d8a5b54824f45710aa98f0%22	http://vedicastrology.wikidot.com/amsmath-js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/amsmath-js.8f.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2027%20May%202022%2016:39:25%20GMT	http://vedicastrology.wikidot.com/AMSsymbols.js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/AMSsymbols.90.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:26	21878/21878	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22079dfe0217fa328fa9c9020aaa64b165%22	http://vedicastrology.wikidot.com/amssymbols-js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/amssymbols-js.91.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2027%20May%202022%2016:39:27%20GMT	http://vedicastrology.wikidot.com/noUndefined.js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/noUndefined.92.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:28	21880/21880	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22704a92041d582bdd05d01924668ca130%22	http://vedicastrology.wikidot.com/noundefined-js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/noundefined-js.93.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:28	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2027%20May%202022%2016:39:28%20GMT	http://vedicastrology.wikidot.com/boldsymbol.js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/boldsymbol.94.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:29	21878/21878	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%229ed96436324086c2867a4229d72492b5%22	http://vedicastrology.wikidot.com/boldsymbol-js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/boldsymbol-js.95.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:30	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2027%20May%202022%2016:39:30%20GMT	http://vedicastrology.wikidot.com/mathchoice.js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/mathchoice.96.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:31	21878/21878	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%224c79fa6a1ac3edd11f516e3cc81965cb%22	http://vedicastrology.wikidot.com/mathchoice-js	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/mathchoice-js.97.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:35	24/24	---MCZ	200	added ('OK')	application/json	date:Fri,%2027%20May%202022%2016:39:32%20GMT	http://vedicastrology.wikidot.com/quickmodule.php	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/quickmodule.json	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/WIKIDOT.combined.js)
22:09:35	201/201	---M--	200	added ('OK')	image/png	etag:%22e19f9927c63f07c3a4a80b474d667563%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/background/opacity2.png	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/background/opacity2.png	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:35	462/462	---M--	200	added ('OK')	image/gif	etag:%2244352f08a5a60d7d44912cd4f1ebc2c8%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/progress/progresscircle.gif	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/progress/progresscircle.gif	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:37	150/150	---MCZ	403	error ('Forbidden')	text/html	date:Fri,%2027%20May%202022%2016:39:36%20GMT	http://www.napyfab.com/ajax-indicators/images/indicator_medium.gif	C:/My%20Web%20Sites/wikidot/www.napyfab.com/ajax-indicators/images/indicator_medium.9b.delayed	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:37	1161/1161	---M--	200	added ('OK')	image/gif	etag:%22efc31261a794bf893a2cd3043f2f53ff%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/progress/progressbar.gif	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/progress/progressbar.gif	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:37	3123/3123	---M--	200	added ('OK')	image/png	etag:%224ea9c76ddccae0835ba727ee902809f3%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/yahooui/assets/sprite.png	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--javascript/yahooui/assets/sprite.png	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:37	15215/15215	---M--	200	added ('OK')	image/png	etag:%221173890dce72275c15f02ecd47189960%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/editor/icons1.png	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/editor/icons1.png	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:38	15296/15296	---M--	200	added ('OK')	image/png	etag:%2211496eb4c061823d92200784a56a6474%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/editor/icons3.png	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/editor/icons3.png	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:38	401/401	---M--	200	added ('OK')	image/png	etag:%2222c76a714db8b9e83e949222faa759c7%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/shade2_n.png	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/shade2_n.png	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:39	1846/1846	---M--	200	added ('OK')	image/png	etag:%224f885602ca5cebb7b9e5d9b7f018b237%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--images/navibar/logo20.png	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--images/navibar/logo20.png	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:39	157/157	---M--	200	added ('OK')	image/png	etag:%2266f410b51ca5bd4253f57db427f0fb6b%22	http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/cool-button-gradient.png	C:/My%20Web%20Sites/wikidot/d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/images/cool-button-gradient.png	(from http://d3g0gp89917ko0.cloudfront.net/v--291054f06006/common--theme/base/css/style.css)
22:09:40	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2027%20May%202022%2016:39:40%20GMT	http://vedicastrology.wikidot.com/overview/html/6f5daaa229242034ca04fcc9ef2abee8f1bf0533-864778859411231600	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/overview/html/6f5daaa229242034ca04fcc9ef2abee8f1bf0533-864778859411231600.a3.delayed	(from http://vedicastrology.wikidot.com/overview)
22:09:41	0/0	---MC-	302	error ('Moved%20Temporarily')	text/html	date:Fri,%2027%20May%202022%2016:39:41%20GMT	http://vedicastrology.wikidot.com/overview/html/87b149f11aafee4de686389040df9b27edd71fff-598661998143810428	C:/My%20Web%20Sites/wikidot/vedicastrology.wikidot.com/overview/html/87b149f11aafee4de686389040df9b27edd71fff-598661998143810428.a4.delayed	(from http://vedicastrology.wikidot.com/overview)
22:09:51	45633/45633	---M--	200	added ('OK')	image/jpeg	etag:%225114bd1690b7130018a3c1c75a669e39%22	http://vedicastrology.wdfiles.com/local--files/hindu-calendar/BrahmaSiddhanta-1.jpg	C:/My%20Web%20Sites/wikidot/vedicastrology.wdfiles.com/local--files/hindu-calendar/BrahmaSiddhanta-1.jpg	(from http://vedicastrology.wikidot.com/hindu-calendar)
22:09:52	125607/125607	---M--	200	added ('OK')	image/jpeg	etag:%2252c05017d2bf5d9a7a20ade91e011c0b%22	http://vedicastrology.wdfiles.com/local--files/hindu-calendar/SomaSiddhanta.jpg	C:/My%20Web%20Sites/wikidot/vedicastrology.wdfiles.com/local--files/hindu-calendar/SomaSiddhanta.jpg	(from http://vedicastrology.wikidot.com/hindu-calendar)
